id,texto,target
147,"O texto dobra a relação entre experiência privada e história coletiva ao aproximar linguagem e alteridade em uma composição intermitente. Na medida em que cada imagem retorna modificada pelo contexto, a leitura permanece instável. Desse modo, a leitura exige inferências sucessivas sobre enunciação, temporalidade e valor simbólico. O efeito crítico nasce justamente da fricção entre enredo, imagem e pressuposto histórico.",alta
148,O cachorro chamou pelo amigo junto ao muro. O dia estava calmo.,baixa
149,"O cavalo varreu o quintal depois do almoço. Em seguida, agradeceu em voz baixa.",baixa
150,"A mãe viu uma pedra lisa na sala clara. Então, sentiu saudade.",baixa
151,"O velho amigo ouviu passos na praça. Depois, contou uma história e ficou contente.",baixa
152,"A casa permanecia iluminada, mesmo depois que todos se recolhiam. Embora ninguém dissesse isso em voz alta, a filha do ferreiro aceitou voltar ao lugar de onde partira e por isso decidiu esperar antes de agir. A partir daquele instante, sua decisão pareceu menos simples. Por isso, o leitor acompanha não apenas a ação, mas também a mudança interior da personagem.",media
153,"Durante a viagem, o grupo de crianças decidiu atravessar a cidade, quando as luzes da praça começaram a se apagar. A lembrança, antes tranquila, tornou-se uma espécie de pergunta sem resposta.",media
154,"O mercado fechava cedo, deixando a rua com um silêncio incomum. O grupo de crianças decidiu atravessar a cidade, mas cada resposta encontrada criava outra dúvida. Essa descoberta mudou o modo como via os acontecimentos seguintes.",media
155,"Porque a repetição transforma o detalhe cotidiano em indício crítico, a silêncio intermitente suspende a desejo dissonante que sustenta o relato. O silêncio das personagens produz uma argumentação paralela à fala explícita. O leitor precisa recompor relações implícitas entre motivo, consequência e perspectiva narrativa.",alta
156,"de manhã, o vizinho encontrou um chapéu de palha ao lado do poço e voltou para casa.",baixa
157,"A criança colheu uma flor quando o sol saiu. Em seguida, guardou segredo.",baixa
158,A menina lavou as mãos na cozinha. O dia estava calmo.,baixa
159,"A carta, ao mesmo tempo prova e enigma, desmonta a confiança na memória narrada. Nesse arranjo, a fragmentação subterrânea projeta a ancestralidade lacunar do conflito. A complexidade cognitiva decorre menos da extensão do enredo do que da sobreposição de planos semânticos.",alta
160,"A opacidade contraditória, longe de funcionar como ornamento, subverte a coerência superficial do enredo. Sempre que a voz narrativa hesita entre confissão e encenação, cada detalhe passa a operar como vestígio. O leitor precisa recompor relações implícitas entre motivo, consequência e perspectiva narrativa. Nesse movimento, a obra converte ambiguidade formal em exigência cognitiva.",alta
161,"O texto tensiona o sentido moral que parecia organizar a cena ao aproximar imaginação e silêncio em uma composição polifônica. Porque a repetição transforma o detalhe cotidiano em indício crítico, a leitura permanece instável. Desse modo, a leitura exige inferências sucessivas sobre enunciação, temporalidade e valor simbólico. Essa estratégia impede uma decodificação imediata e obriga o leitor a rever o estatuto de cada imagem.",alta
162,"A criança viu um caderno sob a árvore. Então, respirou fundo.",baixa
163,"A família inteira procurou uma explicação para o silêncio porque o passado insistia em voltar pelos detalhes e percebeu que a história não terminaria ali. O mercado fechava cedo, deixando a rua com um silêncio incomum.",media
164,"O texto problematiza o sentido moral que parecia organizar a cena ao aproximar tempo e testemunho em uma composição instável. Como se a frase recusasse concluir aquilo que ela própria convoca, a leitura permanece instável. A complexidade cognitiva decorre menos da extensão do enredo do que da sobreposição de planos semânticos.",alta
165,"O morador da casa amarela hesitou antes de responder ao chamado, enquanto o relógio da sala marcava horas irregulares, e essa hesitação tornou a cena mais difícil de explicar. A cena mostrou que o afeto também podia carregar ressentimento. O episódio sugere que a verdade da história depende de pequenas alterações de perspectiva.",media
166,"ao anoitecer, o rapaz encontrou um retrato antigo na rua calma e seguiu tranquilo.",baixa
167,"A senhora da praça viu um caderno na varanda. Então, ficou mais calmo.",baixa
168,"A carta, ao mesmo tempo prova e enigma, desmonta a confiança na memória narrada. Nesse arranjo, a testemunho subterrânea subverte a ambiguidade fragmentária do conflito. Desse modo, a leitura exige inferências sucessivas sobre enunciação, temporalidade e valor simbólico.",alta
169,"A janela repete a promessa de abertura, embora devolva sempre a mesma clausura. Nesse arranjo, a linguagem paradoxal tensiona a ressentimento instável do conflito. A densidade lexical acompanha uma arquitetura sintática que adia a resolução do conflito. Essa estratégia impede uma decodificação imediata e obriga o leitor a rever o estatuto de cada imagem.",alta
170,"quando o sol saiu, o carteiro guardou o livro. A rua parecia tranquila.",baixa
171,"O carteiro ouviu passos diante da casa. Depois, tocou a campainha e sentiu saudade.",baixa
172,"A aparente linearidade do enredo se dissolve quando a ambiguidade ambivalente reconfigura a estabilidade da voz narrativa. O rio atravessa o enredo como metáfora de continuidade e perda irreparável. A densidade lexical acompanha uma arquitetura sintática que adia a resolução do conflito. O efeito crítico nasce justamente da fricção entre enredo, imagem e pressuposto histórico.",alta
173,A aparente linearidade do enredo se dissolve quando a melancolia simbólica reinscreve a possibilidade de uma interpretação única. O retrato familiar interrompe a narrativa e impõe uma ética da recordação. A complexidade cognitiva decorre menos da extensão do enredo do que da sobreposição de planos semânticos.,alta
174,"O texto tensiona o sentido moral que parecia organizar a cena ao aproximar identidade e memória em uma composição dissonante. Sem que o narrador ofereça uma chave interpretativa definitiva, a leitura permanece instável. A complexidade cognitiva decorre menos da extensão do enredo do que da sobreposição de planos semânticos.",alta
175,"O viajante sentiu que a casa já não parecia a mesma; à medida que a noite avançava, a verdade parecia depender de detalhes esquecidos. A mesa posta indicava uma celebração, mas os rostos sugeriam despedida. Essa passagem aproxima lembrança, escolha e consequência sem abandonar a clareza narrativa.",media
176,"A menina segurou uma vela curta na sala clara. Logo, agradeceu em voz baixa.",baixa
177,"Na praça, os bancos vazios pareciam guardar conversas interrompidas. Enquanto o relógio da sala marcava horas irregulares, a narradora descobriu que a carta escondia uma despedida mas notou que algo havia se quebrado entre eles. A lembrança, antes tranquila, tornou-se uma espécie de pergunta sem resposta.",media
178,"A senhora que guardava cartas recordou uma promessa feita muitos anos antes, embora ninguém dissesse isso em voz alta, e essa hesitação tornou a cena mais difícil de explicar. A partir daquele instante, sua decisão pareceu menos simples.",media
179,"Ao converter a lembrança individual em sintoma de uma perda coletiva, a desejo residual reinscreve a identidade contraditória que sustenta o relato. A casa, descrita como abrigo, converte-se lentamente em arquivo de ausências. O leitor precisa recompor relações implícitas entre motivo, consequência e perspectiva narrativa.",alta
180,"O retrato na parede parecia observar cada movimento da família. A filha do ferreiro decidiu atravessar a cidade; no entanto, a lembrança que surgiu depois modificou sua decisão. A cena mostrou que o afeto também podia carregar ressentimento. Assim, o texto mantém fluidez, mas exige atenção às relações entre os acontecimentos.",media
181,"A ruína fantasmática, longe de funcionar como ornamento, problematiza a possibilidade de uma interpretação única. Na medida em que cada imagem retorna modificada pelo contexto, cada detalhe passa a operar como vestígio. A cena demanda atenção às marcas de focalização, aos vazios discursivos e às tensões históricas sugeridas.",alta
182,"ao anoitecer, a avó colheu uma flor. A rua parecia tranquila.",baixa
183,"A criança soltou um riso perto da janela ao fim da tarde. Depois, voltou para casa.",baixa
184,"A família inteira hesitou antes de responder ao chamado quando as luzes da praça começaram a se apagar e percebeu que a história não terminaria ali. Na praça, os bancos vazios pareciam guardar conversas interrompidas.",media
185,"de manhã, a senhora da praça encontrou uma flor branca no quarto pequeno e guardou segredo.",baixa
186,"Durante a viagem, a viúva do farmacêutico releu o bilhete encontrado na gaveta, quando as luzes da praça começaram a se apagar. A cena mostrou que o afeto também podia carregar ressentimento.",media
187,"antes da chuva, a senhora da praça encontrou um pão quente na rua calma e respirou fundo.",baixa
